objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
1237648720142401611,146.71421,-1.0413043,16.91713,15.3146,14.55245,14.14041,13.83297,18.85211,17.23538,16.46962,15.94119,15.61102,0.02122228,1.602523,0.7621517,0.4120455,0.3074389,GALAXY
1237650795146510627,146.74413,-0.65219064,20.97757,18.85416,17.52073,17.00673,16.65681,21.98777,20.03968,18.74212,18.23019,17.88256,0.2037833,2.123409,1.333426,0.5139999,0.3499222,GALAXY
1237650795146445031,146.62857,-0.76513683,19.18432,17.34647,16.50649,16.07855,15.75247,20.57547,18.89972,17.98854,17.59275,17.24012,0.06465632,1.837856,0.8399773,0.4279366,0.3260822,GALAXY
1237648720142401670,146.63167,-0.98827781,19.26245,18.15352,17.72428,17.43797,17.35491,20.72908,19.75962,19.46987,19.05719,18.96583,0.05265425,1.108932,0.4292355,0.2863102,0.0830574,GALAXY
1237648720142532891,146.91945,-0.99049175,20.18201,18.45391,17.33205,16.8984,16.59294,22.42488,20.3728,19.02804,18.64363,18.23689,0.2138606,1.728102,1.121861,0.4336472,0.3054676,GALAXY
1237650795146510903,146.76339,-0.81043316,25.0821,21.21467,19.49395,18.71828,18.2391,23.96231,21.78186,20.12509,19.37653,18.86887,0.4482199,3.86743,1.720728,0.775671,0.4791718,GALAXY
1237648720142401774,146.62282,-0.95138526,21.9905,20.18502,18.41305,17.86762,17.4808,22.98993,21.18999,19.48579,18.8529,18.47766,0.3711277,1.805481,1.771976,0.5454273,0.3868141,GALAXY
1237650795146576091,146.9341,-0.67040397,19.59875,17.7144,16.65466,16.21713,15.83409,20.66264,18.93004,17.87761,17.50394,17.09039,0.1212705,1.884356,1.05974,0.4375248,0.3830471,GALAXY
1237650795146641532,146.9635,-0.75935173,20.00916,18.2669,17.44814,17.0816,16.8143,20.89771,19.18581,18.37049,18.0436,17.77532,0.09708638,1.74226,0.8187618,0.3665371,0.2673016,GALAXY
1237650795146576030,146.85983,-0.80890165,20.53679,18.46119,17.18082,16.61607,16.14976,22.06255,20.05498,18.69152,18.13997,17.61721,0.1265899,2.075592,1.280371,0.5647583,0.4663067,GALAXY
1237650795146444862,146.59272,-0.76025604,18.75872,17.37204,16.80558,16.45321,16.25484,20.26806,19.03768,18.3483,18.06359,17.80865,0.06495924,1.386681,0.5664616,0.3523674,0.1983681,GALAXY
1237650795146575935,146.8577,-0.66285236,19.55604,18.06373,17.42464,17.06781,17.04945,21.90743,20.69305,20.0004,19.71161,19.55234,0.08429205,1.49231,0.6390896,0.3568249,0.01835823,GALAXY
1237651800158896649,146.72794,-0.55687994,20.32453,18.16997,17.24904,19.23864,16.3107,21.19881,19.21147,18.28291,20.58557,17.36065,0.08931196,2.154562,0.9209328,-1.989605,2.927944,GALAXY
1237650794609574093,146.60721,-1.240753,18.87852,17.14253,16.25787,15.85993,15.58484,20.63143,18.97588,18.10457,17.6695,17.39189,0.0906017,1.735989,0.884655,0.3979378,0.2750959,GALAXY
1237648720679469274,147.18679,-0.49381256,19.24002,17.42131,16.47397,15.96551,15.5824,21.19324,19.42557,18.38593,17.97255,17.52547,0.09031707,1.818708,0.9473419,0.5084591,0.383112,GALAXY
1237648721216274697,147.02336,-0.16009352,20.05926,18.54537,17.55171,17.11236,16.74929,22.18356,20.67629,19.28433,18.98553,18.61424,0.2156694,1.513893,0.9936562,0.439352,0.3630695,GALAXY
1237650795683512507,146.95607,-0.34230044,20.45287,18.47586,17.30816,16.80804,16.42223,21.48321,19.62264,18.46042,17.99853,17.61207,0.1346802,1.977005,1.167704,0.5001183,0.3858128,GALAXY
1237650795683578031,147.17639,-0.35405684,18.0772,16.97293,16.54083,16.34521,16.17376,20.37463,19.29389,19.03038,18.88988,18.73427,0.006282841,1.104275,0.4320946,0.1956234,0.1714497,GALAXY
1237648721216340148,147.11461,-0.16521837,20.61418,18.64001,17.32523,16.84127,16.46312,21.77158,19.95098,18.6231,18.243,17.88094,0.2040574,1.974173,1.314777,0.4839592,0.3781528,GALAXY
1237650795683578073,147.22569,-0.29262062,19.88781,17.81252,16.93885,16.50875,16.19253,21.63906,19.95502,19.06421,18.61269,18.27361,0.1336352,2.075294,0.8736649,0.4301071,0.3162155,GALAXY
1237648721216405657,147.24805,-0.035723556,20.0083,17.79774,16.8131,16.35178,16.00576,21.12461,19.06897,18.07922,17.67711,17.31267,0.08419658,2.210567,0.9846306,0.4613209,0.3460236,GALAXY
1237648721216274720,146.92403,-0.10514302,23.87711,20.47393,18.66527,18.02328,17.69226,23.87445,21.5465,19.7253,19.22091,18.84746,0.3275724,3.403175,1.808662,0.6419907,0.3310242,GALAXY
1237650795683446969,146.9201,-0.30646208,19.54321,18.10526,17.17534,16.75369,16.44298,20.98989,19.86077,18.88465,18.46984,18.13919,0.1314801,1.437956,0.9299164,0.4216537,0.310709,GALAXY
1237650796220514489,147.32951,0.028902695,17.66615,16.05884,15.35553,14.97874,14.68476,19.83311,18.24799,17.48413,17.11245,16.79617,0.04808582,1.607315,0.7033043,0.3767929,0.2939758,GALAXY
1237650795683512955,147.08969,-0.26650926,24.3184,21.0648,19.34117,18.70091,18.23385,24.27338,21.64203,19.92885,19.31118,18.86699,0.3829364,3.253603,1.723623,0.6402588,0.4670658,GALAXY
1237650795683512690,147.03779,-0.26659122,19.71336,18.47683,17.79567,17.47885,17.35371,22.07322,20.90913,20.14017,19.84628,19.56127,0.1232099,1.236532,0.6811562,0.3168182,0.1251392,GALAXY
1237648720142336237,146.57134,-0.95721148,18.31783,16.87568,16.134,15.70531,15.38338,20.22155,19.02529,18.39431,17.86023,17.54613,0.06518305,1.442146,0.7416821,0.4286957,0.3219318,GALAXY
1237651799621959987,146.56561,-1.0847419,19.89499,24.72177,19.05361,23.68423,21.83508,20.51516,24.74405,19.93733,23.72231,21.89519,0.09755617,-4.826775,5.668158,-4.630621,1.849146,GALAXY
1237651799621894422,146.30548,-1.1305512,21.13559,19.8702,22.81139,20.44406,20.93562,21.57864,20.41641,23.88725,20.99332,21.40001,0.1548131,1.265394,-2.941193,2.367327,-0.49156,GALAXY
1237650795146379400,146.36033,-0.81665691,19.82744,18.07452,17.06959,16.65308,16.32438,20.60335,18.87616,17.86465,17.49185,17.1405,0.1274091,1.75292,1.00493,0.4165134,0.328701,GALAXY
1237648720142270656,146.43281,-0.98737835,20.18616,18.22426,17.17902,16.75528,16.4166,21.02373,19.08476,18.08052,17.67998,17.31169,0.1404723,1.961901,1.04524,0.4237404,0.3386745,GALAXY
1237650794609442930,146.32349,-1.1808359,19.37356,17.68393,16.98703,16.67323,16.46485,20.12831,18.50999,17.87423,17.52505,17.31239,0.08926281,1.689627,0.6968975,0.3138065,0.2083778,GALAXY
1237648720142336185,146.51283,-0.84576492,17.10778,15.97345,15.35928,14.95238,14.70755,19.25087,18.26079,17.66716,17.14754,16.90399,0.06490172,1.134335,0.6141701,0.4069004,0.2448301,GALAXY
1237650795146314028,146.31179,-0.81320921,20.98399,19.04605,17.71411,17.20872,16.88629,21.51149,19.77766,18.47738,17.97344,17.6282,0.2058383,1.937939,1.331938,0.505394,0.3224297,GALAXY
1237650795146379447,146.44831,-0.71339967,18.6973,17.67905,17.17182,16.75752,16.60883,19.58406,18.67726,18.14993,17.77709,17.54929,0.1146793,1.018242,0.5072346,0.4143028,0.1486912,GALAXY
1237651799621959813,146.57273,-1.0608357,18.56601,24.23518,17.70697,23.2045,24.31043,21.0063,24.77423,20.26962,23.91756,23.40903,0.0606144,-5.669167,6.528212,-5.497536,-1.10593,GALAXY
1237650795146379491,146.36894,-0.66824731,21.33747,19.24956,17.71071,17.15136,16.81713,22.36953,20.55171,19.06192,18.52788,18.16032,0.2711954,2.08791,1.538845,0.559351,0.3342342,GALAXY
1237650795683446896,146.85757,-0.21877608,20.16672,18.28552,17.23464,16.77991,16.44387,21.26485,19.39128,18.35659,17.92144,17.58793,0.1246121,1.881199,1.05088,0.4547291,0.3360443,GALAXY
1237650795683446947,146.90125,-0.4131573,19.38098,17.67291,16.80871,16.39085,16.04836,20.11336,18.47414,17.59723,17.16427,16.83861,0.05654794,1.708065,0.8641987,0.41786,0.3424873,GALAXY
1237650795683447026,146.84292,-0.39093546,22.49483,21.42976,19.69256,18.78096,18.14892,22.66417,22.24154,20.5432,19.69423,19.11469,0.454208,1.065071,1.737202,0.911602,0.63204,GALAXY
1237648720679338392,146.86816,-0.48679252,19.78917,18.52489,17.63401,17.15143,16.8713,21.50934,20.76108,19.83553,19.3364,18.94387,0.08326827,1.264278,0.8908806,0.4825821,0.2801285,GALAXY
1237648720679338241,146.86432,-0.46407191,18.59669,17.42266,16.87307,16.4919,16.29637,20.05701,18.98803,18.39844,18.04984,17.8567,0.06510994,1.174028,0.5495834,0.3811779,0.1955242,GALAXY
1237648720679338261,146.89158,-0.51266153,20.6493,18.52789,17.57817,17.06277,16.69417,21.68337,19.69928,18.73137,18.21235,17.85612,0.08389291,2.121416,0.9497204,0.5153999,0.3685932,GALAXY
1237648720679338252,146.8833,-0.49469887,18.04786,16.41939,15.49355,15.00602,14.65433,20.20622,18.69404,17.78929,17.30033,16.96313,0.08376556,1.628471,0.9258404,0.4875317,0.3516893,GALAXY
1237648721216209095,146.85967,-0.098938627,19.77663,18.42827,17.64552,17.20218,16.89898,20.79614,19.54054,18.78251,18.39942,18.10538,0.1253916,1.34836,0.7827492,0.4433403,0.3032055,GALAXY
1237650795683446889,146.85676,-0.27404021,19.07446,18.04848,17.68005,17.50921,17.33595,20.88481,20.05053,19.79568,19.69437,19.49546,0.02196459,1.025982,0.3684368,0.1708317,0.1732693,GALAXY
1237650796220252232,146.76078,0.015978141,20.4296,17.9843,17.02362,16.48773,16.21612,22.10956,19.6611,18.65627,18.12487,17.88311,0.1249016,2.445301,0.9606781,0.5358906,0.2716122,GALAXY
1237650795683447045,146.90232,-0.31366176,19.53842,17.62903,16.68861,16.25141,15.93586,22.9374,20.21902,19.21663,18.78525,18.48726,0.1314198,1.909391,0.9404221,0.4371986,0.3155499,GALAXY
1237650795683381563,146.77711,-0.24198689,20.45951,18.64162,17.75139,17.35345,17.06487,22.18737,20.21621,19.29838,18.85963,18.54828,0.1308193,1.817888,0.8902302,0.3979397,0.2885818,GALAXY
1237648721216209489,146.89733,-0.18636779,22.33755,20.85311,18.90989,18.30052,17.93788,23.17231,21.87962,19.94121,19.41568,18.9989,0.370904,1.484449,1.943216,0.6093731,0.3626366,GALAXY
1237650796220317797,146.80914,0.026384187,19.60085,17.47279,16.32306,15.82701,15.42062,21.17795,19.18907,18.03038,17.54121,17.18366,0.1260304,2.128059,1.149734,0.4960442,0.4063921,GALAXY
1237648721216209266,146.75599,-0.16821182,19.54671,18.13477,17.55116,17.26461,17.14569,22.59164,20.78481,20.171,19.86046,19.59974,0.06244991,1.411943,0.5836067,0.2865505,0.1189251,GALAXY
1237648721216209055,146.81199,-0.19004646,19.0027,17.08439,16.23439,15.84235,15.52789,20.2972,18.43844,17.59735,17.25435,16.94124,0.06215091,1.918312,0.8499966,0.3920441,0.3144541,GALAXY
1237654670271971603,148.90844,0.0087633028,19.80891,18.15094,17.28818,16.81542,16.50426,21.7308,20.17144,19.34831,18.87311,18.43286,0.08472473,1.657972,0.8627567,0.472765,0.3111534,GALAXY
1237648721217126584,148.85664,-0.059159696,19.25369,17.29263,16.34504,15.92828,15.56043,20.89971,18.9487,17.99624,17.61513,17.30653,0.08821983,1.96106,0.9475975,0.4167509,0.3678579,GALAXY
1237648720680190467,148.75351,-0.59619364,22.73701,21.22031,19.4485,18.63363,18.13999,22.93947,22.10833,20.37318,19.5681,19.0795,0.4689867,1.516701,1.771811,0.8148689,0.4936409,GALAXY
1237651800696750245,148.87361,-0.29058415,19.21351,17.78284,17.04884,16.68807,16.45522,21.06404,19.61423,18.78556,18.36786,17.98233,0.1354369,1.430668,0.7339973,0.3607712,0.232851,GALAXY
1237648721217126725,148.97947,-0.19030594,18.37407,16.42882,15.52029,15.00522,14.5622,20.56938,18.64248,17.60153,17.07375,16.57944,0.02094694,1.945255,0.9085264,0.5150728,0.4430208,GALAXY
1237648721217061098,148.84251,-0.044114155,19.82087,17.83913,16.85965,16.40203,16.01934,21.0516,19.1321,18.13377,17.65319,17.29872,0.08525094,1.981737,0.9794807,0.4576263,0.3826904,GALAXY
1237648721217127046,148.88621,-0.037319689,24.046,20.5319,18.7637,18.04033,17.66155,24.91517,21.9262,20.16718,19.54439,19.1714,0.4139843,3.514091,1.768202,0.7233734,0.3787746,GALAXY
1237648720680255563,148.87996,-0.46726397,18.15669,16.34949,15.55511,15.17542,14.86262,19.50425,17.77812,16.96103,16.655,16.32897,0.03220713,1.807196,0.794385,0.3796902,0.3127985,GALAXY
1237648721217061052,148.79165,-0.021022616,19.52004,17.95037,17.12532,16.64959,16.31084,21.44533,19.99119,19.12852,18.61028,18.27568,0.08521271,1.56967,0.8250542,0.4757328,0.3387451,GALAXY
1237648721217126671,148.95363,-0.097142812,17.41541,15.47794,14.5527,14.14943,13.80688,19.61969,17.72662,16.7871,16.48396,16.15418,0.08395238,1.937471,0.9252405,0.4032688,0.3425436,GALAXY
1237648720680255541,148.84821,-0.5873222,20.01523,18.16135,17.13762,16.69405,16.36711,21.55398,19.76701,18.67814,18.29945,17.97231,0.137758,1.853876,1.023735,0.4435654,0.3269367,GALAXY
1237648721217061100,148.84264,-0.078736738,19.04514,17.72177,17.13233,16.78095,16.57159,21.59683,20.12437,19.51292,19.1069,18.91448,0.08793307,1.323372,0.5894413,0.3513775,0.209362,GALAXY
1237648721217126813,148.87511,-0.064060118,23.33771,20.75527,18.96553,18.28272,17.81263,24.67572,21.80368,20.02225,19.406,18.93615,0.4215514,2.582434,1.78974,0.6828136,0.470089,GALAXY
1237648721217061050,148.77557,-0.14121193,19.82925,17.87661,16.9899,16.58015,16.28908,20.80969,18.87425,18.00682,17.59469,17.37317,0.07679157,1.952642,0.8867073,0.40975,0.2910709,GALAXY
1237651801233555754,148.81068,0.16484644,20.1608,18.42952,17.35668,16.85995,16.53598,22.3058,20.30829,19.22391,18.67453,18.26727,0.2148981,1.731283,1.072838,0.496727,0.3239727,GALAXY
1237648721217126706,148.95481,-0.0020917873,19.31216,18.1539,17.50267,17.14386,16.8958,20.84558,19.71164,18.88081,18.59463,18.33287,0.1248562,1.158264,0.651226,0.3588161,0.2480602,GALAXY
1237648721217126647,148.91534,-0.096735712,21.22119,19.6346,18.12639,17.55499,17.19017,22.14772,20.65206,19.18459,18.6715,18.30475,0.2160396,1.586594,1.508209,0.5713959,0.3648243,GALAXY
1237650794610229565,148.13724,-1.1731878,22.793,20.0761,18.27219,17.6955,17.37,23.40261,20.98213,19.29457,18.65731,18.2819,0.3273709,2.716904,1.803907,0.5766945,0.3255005,GALAXY
1237648720143057096,148.21427,-1.0016697,20.02776,18.19573,17.27523,16.88311,16.53964,21.04489,19.30803,18.40012,17.99399,17.58548,0.09255239,1.832029,0.920496,0.392128,0.3434639,GALAXY
1237650794610163873,147.94455,-1.22337,19.44564,17.82483,16.92514,16.48059,16.13942,21.13854,19.50404,18.56473,18.03266,17.63616,0.1219072,1.620811,0.8996944,0.4445457,0.341177,GALAXY
1237651799622680817,148.09525,-1.1431802,19.02558,17.84829,17.46753,17.20477,17.07965,21.05876,20.07266,19.92392,19.58087,19.28426,0.04876426,1.177294,0.3807564,0.2627583,0.1251278,GALAXY
1237648720142925900,147.92786,-0.95696057,20.94237,18.70871,17.64118,17.18198,16.77424,21.04241,18.96754,17.95623,17.53135,17.10018,0.09202483,2.233658,1.067528,0.4592018,0.4077454,GALAXY
1237648720143057136,148.12154,-1.0319943,19.89114,18.25347,17.1715,16.69194,16.31582,21.54121,20.06146,18.89835,18.40635,17.9392,0.1621596,1.637671,1.081966,0.4795609,0.3761196,GALAXY
1237650794610229383,148.01223,-1.2109547,18.82323,16.9262,15.9939,15.56622,15.23585,20.39213,18.51824,17.66311,17.14817,16.78057,0.08558311,1.897024,0.9323082,0.427681,0.3303671,GALAXY
1237650794610294829,148.2123,-1.1734604,18.81861,17.23344,16.42091,15.98193,15.67036,20.40082,18.84951,18.02584,17.53685,17.14032,0.08359117,1.585165,0.8125267,0.4389887,0.3115644,GALAXY
1237651799622615076,147.99099,-1.1068001,18.05134,17.00702,16.59945,16.21234,16.14841,18.86804,17.97149,17.73768,17.33315,17.19328,0.07459193,1.044323,0.4075718,0.3871078,0.06392288,GALAXY
1237650795147100365,148.06218,-0.66082464,20.23473,18.37431,17.3538,16.9202,16.57082,21.35491,19.53364,18.62226,18.19743,17.79279,0.1330491,1.860415,1.020514,0.4336014,0.3493767,GALAXY
1237648720142991541,148.00631,-1.0176983,19.5484,17.85559,16.99743,16.56956,16.21285,20.7568,19.2175,18.31779,17.91328,17.45333,0.108012,1.692808,0.8581657,0.4278698,0.3567066,GALAXY
1237650795147100370,148.0682,-0.70477622,19.38512,17.41812,16.53127,16.1274,15.81467,20.12371,18.19493,17.39994,17.00534,16.65007,0.06630035,1.967007,0.8868465,0.4038734,0.3127289,GALAXY
1237650795147165977,148.15747,-0.82559275,22.39799,20.68807,19.00624,18.36777,17.93282,23.4317,21.7491,20.10956,19.50256,19.0296,0.3742605,1.709923,1.681826,0.6384716,0.4349537,GALAXY
1237650795147100328,148.00219,-0.78406217,19.54793,18.1934,17.55228,17.20347,16.95323,20.76042,19.44572,18.82138,18.53584,18.17246,0.132866,1.354534,0.6411133,0.3488121,0.2502384,GALAXY
1237648720142991613,147.96518,-0.94934334,19.55307,18.28987,17.66583,17.36675,17.11037,21.25604,20.17496,19.5287,19.31647,18.92337,0.09229714,1.263201,0.624033,0.2990799,0.2563839,GALAXY
1237650795147100331,148.00553,-0.76804989,19.89507,17.9723,16.99981,16.58286,16.28933,21.94997,19.77664,18.81915,18.43805,18.03719,0.1390814,1.922773,0.9724941,0.4169445,0.2935352,GALAXY
1237648720142991573,148.04897,-0.85206301,19.65836,17.68729,16.83916,16.40685,16.04932,20.64611,18.88136,17.95933,17.5345,17.04102,0.1332475,1.971067,0.848135,0.4323139,0.357523,GALAXY
1237651799622615229,148.03294,-1.1427995,19.5121,17.65056,16.96183,16.60078,16.38051,20.35273,18.59822,18.03535,17.62228,17.31112,0.08339076,1.861538,0.6887302,0.3610535,0.220274,GALAXY
1237648721216995550,148.65027,-0.059539396,22.45069,20.44111,18.63682,18.00605,17.60866,23.58715,21.53106,19.72368,19.14346,18.74176,0.3902021,2.009581,1.804285,0.6307697,0.3973942,GALAXY
1237648721216995401,148.54937,-0.066125284,18.20039,17.21632,16.89631,16.65542,16.47585,20.80924,19.98309,19.5723,19.41932,19.3298,0.0475889,0.9840736,0.3200016,0.2408943,0.1795692,GALAXY
1237648720680059016,148.47822,-0.54423455,19.95351,18.03268,17.17868,16.79492,16.47565,20.97014,19.19328,18.37549,18.01885,17.69389,0.08953901,1.920824,0.8539982,0.3837605,0.3192749,GALAXY
1237654669735035184,148.67172,-0.37126581,20.7007,18.67181,17.57673,17.13307,16.81031,21.86924,20.15315,19.10225,18.76727,18.39435,0.1626469,2.028896,1.095079,0.4436607,0.322752,GALAXY
1237651800696553620,148.42037,-0.23196749,20.07626,18.11987,17.07078,16.6803,16.30325,21.25024,19.28915,18.37591,17.99197,17.58678,0.1268489,1.956388,1.049091,0.39048,0.3770542,GALAXY
1237651800696619278,148.58493,-0.31146803,19.1854,18.03532,17.71761,17.65121,17.49928,21.58072,20.71243,20.68305,20.69933,20.16004,0.02968988,1.150087,0.317709,0.06640053,0.1519318,GALAXY
1237648721216930023,148.50575,-0.11386407,19.99482,18.30699,17.33906,16.94216,16.63123,21.06696,19.45307,18.52386,18.18384,17.90198,0.1273127,1.68783,0.9679298,0.3969002,0.3109341,GALAXY
1237648720680124693,148.65765,-0.59984333,19.15926,17.51993,16.55113,16.10938,15.78708,21.52737,19.8829,18.70947,18.33269,17.95926,0.1642405,1.639322,0.9688034,0.4417496,0.3222961,GALAXY
1237651801233555601,148.72889,0.18885939,19.05856,17.90733,17.4417,17.11434,17.00559,21.15141,20.02248,19.631,19.25351,18.96038,0.0944446,1.15123,0.4656334,0.3273544,0.1087532,GALAXY
1237648721216929817,148.43474,-0.090464332,17.9615,16.65684,16.08364,15.67463,15.50239,19.99561,18.9515,18.42762,18.03421,17.82652,0.08368891,1.304655,0.5732021,0.4090109,0.1722336,GALAXY
1237648721216995421,148.59294,-0.19599728,20.41897,18.48168,17.23883,16.75012,16.39169,21.59586,19.84561,18.54479,18.10993,17.75292,0.2135797,1.937286,1.242857,0.4887028,0.3584347,GALAXY
1237648721216995497,148.67968,-0.025100879,18.37944,17.33005,16.87703,16.53944,16.43235,20.50652,19.6862,19.20904,18.94758,18.76544,0.0842066,1.049391,0.4530163,0.3375931,0.1070938,GALAXY
1237651801233490073,148.60004,0.12917036,20.44742,18.0382,17.10752,16.62745,16.30488,21.96024,19.61154,18.75712,18.27413,17.85226,0.1509164,2.409222,0.930687,0.4800606,0.3225746,GALAXY
1237651801233490056,148.58999,0.15324382,19.40656,17.97264,17.22219,16.81477,16.53883,21.57807,20.03561,19.3254,18.92049,18.51405,0.1504635,1.433928,0.7504501,0.4074154,0.2759438,GALAXY
1237654670271905831,148.69239,0.042002604,19.32169,18.58462,18.28859,17.96575,18.02023,19.81543,19.16569,18.94091,18.7422,18.75825,0.103538,0.7370739,0.2960281,0.3228378,-0.05448341,GALAXY
1237654669735035129,148.72793,-0.37073055,19.52886,17.33121,16.09202,15.61285,15.21576,21.68602,19.56533,18.44826,18.06425,17.61137,0.1642064,2.197645,1.239195,0.4791698,0.3970842,GALAXY
1237654669735035263,148.68383,-0.34381083,19.67156,18.59721,17.62982,17.19508,16.95805,21.85059,20.8054,19.79876,19.44221,19.031,0.2063607,1.074345,0.9673977,0.4347382,0.2370319,GALAXY
1237648720679927908,148.10352,-0.46224293,19.29676,18.11962,17.55281,17.22103,16.99751,20.45133,19.50585,18.90439,18.62932,18.29019,0.106981,1.177149,0.5668049,0.3317833,0.2235165,GALAXY
1237651800696422621,148.21834,-0.27664619,19.98007,18.31638,17.48085,17.10662,16.83043,20.98837,19.36576,18.62607,18.27503,17.90617,0.08190352,1.663692,0.8355293,0.3742352,0.2761822,GALAXY
1237648720679993865,148.28484,-0.61908774,24.19327,20.94968,19.07517,18.34953,17.91066,24.12207,21.85671,20.07922,19.33908,18.91453,0.4208838,3.243584,1.874517,0.7256317,0.4388752,GALAXY
1237648721216798768,148.18303,-0.058259826,16.37765,15.19714,14.66644,14.35767,14.1257,19.09886,18.02126,17.3824,17.09721,16.76858,0.04565335,1.180508,0.5307035,0.3087702,0.2319651,GALAXY
1237648720679927941,148.13318,-0.52455899,19.50804,17.34025,16.15907,15.68034,15.29281,21.4203,19.29381,18.0987,17.65648,17.20783,0.1458599,2.167788,1.181181,0.4787378,0.3875284,GALAXY
1237650795683971362,148.13563,-0.3423445,19.51911,17.62342,16.74522,16.32594,16.03312,21.04187,19.09913,18.32878,17.9166,17.57544,0.06543949,1.895697,0.8781929,0.4192791,0.2928238,GALAXY
1237648720679927920,148.11417,-0.49295285,20.04475,18.32253,17.2721,16.81442,16.47441,21.25377,19.54143,18.47655,18.03634,17.65125,0.1071957,1.722227,1.050425,0.4576778,0.3400173,GALAXY
1237651801233359018,148.32486,0.11508665,20.46745,18.71756,17.58583,17.11277,16.80487,21.14369,19.48002,18.44288,17.98369,17.6203,0.1636057,1.749882,1.131731,0.4730644,0.3078938,GALAXY
1237648721216929936,148.40568,-0.041013942,18.63103,17.51035,16.97499,16.5358,16.36567,20.189,19.22248,18.78039,18.33673,18.24633,0.1110355,1.12067,0.5353642,0.4391861,0.1701393,GALAXY
1237651801233358961,148.24054,0.11791934,18.79264,17.52189,17.02397,16.66818,16.49372,20.70794,19.3702,18.97284,18.58593,18.25915,0.08234423,1.270758,0.4979153,0.3557892,0.1744576,GALAXY
1237648721216864397,148.34596,-0.16596411,18.9539,17.52043,16.72717,16.32056,16.03442,20.04934,18.57885,17.83859,17.43735,17.21284,0.1462476,1.433468,0.7932549,0.4066143,0.2861404,GALAXY
1237650796220907786,148.28257,0.048570229,20.22968,18.49537,17.52668,17.11261,16.77711,21.97412,20.07487,19.17255,18.76671,18.44733,0.1457711,1.73432,0.968689,0.4140663,0.3355007,GALAXY
1237648721216864523,148.35715,-0.019001911,23.37475,20.45478,18.75864,18.10208,17.68398,23.4714,21.57551,19.94863,19.2997,18.95573,0.4019222,2.919964,1.696146,0.6565628,0.4180927,GALAXY
1237650795683971340,148.12516,-0.41786911,17.89392,16.42196,15.7076,15.33967,15.04811,20.0092,18.41839,17.73697,17.34234,16.95636,0.05177494,1.471958,0.714365,0.3679276,0.2915592,GALAXY
1237648721216798935,148.23615,-0.17441482,20.18233,18.25274,17.16298,16.7204,16.34915,21.26819,19.57942,18.50575,18.11556,17.7303,0.1457738,1.929592,1.08976,0.4425812,0.3712482,GALAXY
1237648721216733511,148.08477,-0.14661638,19.19518,18.09824,17.14056,16.72265,16.45855,22.3421,21.08225,19.75843,19.27809,18.9715,0.2274882,1.096939,0.9576855,0.4179077,0.2641048,GALAXY
1237648721216667792,147.8307,-0.17603576,18.67867,17.73642,17.27697,17.12827,16.99994,21.21303,20.06895,19.8573,19.86554,19.53213,0.03704123,0.9422531,0.4594517,0.1486969,0.1283264,GALAXY
1237650796220711070,147.72827,0.13585898,19.29697,17.82849,17.16106,16.80639,16.57327,20.17358,18.6451,17.96087,17.60977,17.36576,0.08011292,1.468483,0.6674271,0.3546715,0.2331142,GALAXY
1237651800696291634,147.92467,-0.23894113,19.93698,18.57355,17.88558,17.45364,17.19432,20.47367,19.12412,18.61644,18.1721,17.88231,0.06465202,1.363422,0.687973,0.4319382,0.2593231,GALAXY
1237648721216733267,148.05021,-0.086273806,22.57824,20.54902,18.8718,18.21409,17.82552,22.98522,21.33421,19.65121,19.0378,18.67381,0.3271964,2.029219,1.677216,0.6577072,0.3885784,GALAXY
1237651800696291905,147.8615,-0.26639602,23.6982,21.03585,19.20786,18.63448,18.24197,23.45488,21.55042,19.8678,19.24507,18.83043,0.3713124,2.662354,1.827982,0.5733814,0.3925095,GALAXY
1237648721216667824,147.86306,-0.16839547,18.61872,17.52866,16.97428,16.59369,16.36702,20.76272,19.55208,18.99594,18.64951,18.33819,0.1258022,1.090061,0.5543728,0.3805962,0.2266693,GALAXY
1237651800696292136,147.93709,-0.27135387,23.23861,20.24173,18.60737,17.95628,17.51561,23.48189,21.97421,20.59655,19.85379,19.4015,0.421389,2.996887,1.634354,0.6510887,0.4406738,GALAXY
1237650796220711125,147.78785,0.0098501986,19.305,17.59564,16.7758,16.32363,16.01828,20.87881,19.07683,18.26005,17.79868,17.47369,0.1327755,1.709362,0.8198376,0.4521713,0.3053532,GALAXY
1237651800696291624,147.90346,-0.3177735,18.91123,17.30572,16.50532,16.1063,15.81327,20.20749,18.60458,18.07949,17.61208,17.2083,0.0792563,1.605509,0.8004074,0.3990192,0.293025,GALAXY
1237650796220711045,147.69322,0.13053617,19.8424,18.25899,17.54437,17.16613,16.94072,20.86055,19.36762,18.68987,18.32981,18.0981,0.06914463,1.583403,0.7146187,0.3782463,0.2254047,GALAXY
1237650795146969200,147.81013,-0.71141396,15.41004,14.14815,13.66063,13.49345,13.43935,15.39961,14.15651,13.68212,13.49465,13.44012,0.0,1.261888,0.4875202,0.167182,0.05409431,GALAXY
1237648721216667817,147.85775,-0.04388436,19.50482,18.23893,17.74284,17.43573,17.21847,21.10647,19.91919,19.42552,19.2392,18.97915,0.07448252,1.265896,0.496088,0.3071079,0.2172642,GALAXY
