objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
1237654668665552979,158.411,-1.1997616,20.26851,18.25966,17.17972,16.71558,16.37718,21.40602,19.29827,18.4138,17.94777,17.50902,0.1529721,2.008844,1.079947,0.4641361,0.338398,GALAXY
1237654668665618647,158.57635,-1.2386839,18.796,17.75246,17.28183,17.05673,16.8398,21.32381,20.09117,19.93788,19.67532,19.23702,0.03902109,1.043543,0.4706268,0.2250996,0.2169342,GALAXY
1237654669202423936,158.49056,-0.73255362,20.17057,18.03825,16.86906,16.38605,16.07231,21.45185,19.38133,18.41393,17.97203,17.56275,0.152541,2.13232,1.169186,0.4830112,0.3137398,GALAXY
1237654669202423944,158.49568,-0.71711124,21.02814,18.63453,17.56001,17.18285,16.85765,21.7312,19.42108,18.59458,18.22896,17.79772,0.1148966,2.39361,1.074516,0.3771648,0.3252029,GALAXY
1237654668665618721,158.56078,-1.1143516,27.1075,20.30156,18.59785,17.95013,17.56161,25.30185,21.41967,19.90839,19.28179,18.73486,0.3441716,6.805943,1.703703,0.6477184,0.3885231,GALAXY
1237654669202423925,158.47078,-0.71653489,19.7979,17.84757,16.79991,16.37256,16.00413,21.17583,19.13829,18.34944,17.95912,17.46028,0.1154891,1.950329,1.047657,0.4273567,0.3684292,GALAXY
1237654669202489847,158.61113,-0.68194326,21.7685,20.25262,18.46292,17.8466,17.44659,22.9609,21.4633,19.87338,19.2419,18.71886,0.3872045,1.515873,1.789709,0.6163158,0.4000053,GALAXY
1237654669202424071,158.4971,-0.67308346,19.37984,17.80235,17.21419,16.84339,16.68476,21.49401,20.08723,19.92137,19.54176,19.0772,0.07408845,1.577494,0.5881615,0.3708038,0.1586304,GALAXY
1237654669202423959,158.53133,-0.65951805,18.87658,17.72372,17.2312,16.8739,16.65996,20.63874,19.5446,19.44575,19.17541,18.62021,0.06515618,1.152859,0.4925213,0.3573017,0.2139397,GALAXY
1237654669202358504,158.38673,-0.68594016,18.32486,17.41257,17.19902,17.05414,16.93395,19.65164,18.91677,19.18444,19.07533,18.80013,0.03176328,0.9122925,0.2135525,0.1448746,0.1201973,GALAXY
1237654669739491462,158.96792,-0.30007943,18.9429,17.04928,16.14868,15.72738,15.38821,20.12185,18.27221,17.50389,17.08419,16.58809,0.08440021,1.893621,0.9006004,0.4213009,0.3391714,GALAXY
1237654669739491339,158.89364,-0.35450834,17.07214,16.08693,15.58339,15.31415,15.08777,18.04117,17.27061,17.04179,16.82702,16.46284,0.02937375,0.9852085,0.5035429,0.2692385,0.2263803,GALAXY
1237654669739491406,158.87092,-0.39977503,18.39282,16.51988,15.60062,15.1576,14.8293,19.86817,18.05202,17.29505,16.82317,16.34877,0.08450961,1.872942,0.9192619,0.4430218,0.3283005,GALAXY
1237648720684646636,159.02341,-0.51885429,17.6948,15.86719,15.0506,14.66375,14.3643,19.70782,17.89766,17.07697,16.73324,16.40086,0.03587253,1.827608,0.8165865,0.3868484,0.2994528,GALAXY
1237648720684581083,158.84283,-0.43408724,19.71509,18.228,17.54495,17.20967,16.94924,21.22668,19.75327,19.00244,18.6382,18.40255,0.0832576,1.487089,0.6830502,0.3352852,0.2604237,GALAXY
1237654669739491443,158.9181,-0.41455845,19.00247,18.00829,17.66576,17.37058,17.25665,20.19852,19.35591,19.3028,18.99404,18.62393,0.08348337,0.9941883,0.3425293,0.2951775,0.1139297,GALAXY
1237654669739557182,158.99345,-0.37198782,21.15855,20.46536,18.87059,18.33977,18.02186,21.89046,21.53081,20.01577,19.54053,19.16027,0.3483671,0.6931877,1.594776,0.530817,0.3179073,GALAXY
1237648720684646583,158.95579,-0.60436811,18.97368,17.28747,16.43476,16.04517,15.70638,20.85314,19.20933,18.24594,17.87558,17.48497,0.09557114,1.686211,0.8527107,0.3895836,0.338788,GALAXY
1237648721221517776,158.88108,-0.056868481,25.43477,21.66158,19.40033,18.52775,18.11177,24.74104,22.89762,20.80474,19.98497,19.49039,0.4860575,3.773197,2.26125,0.8725758,0.4159813,GALAXY
1237654669739556966,159.02905,-0.38294346,17.67738,16.67892,16.40849,16.18858,15.99594,19.41453,18.64241,18.9102,18.39836,17.9502,0.01683272,0.9984665,0.2704296,0.2199078,0.1926355,GALAXY
1237648721221452433,158.85862,-0.030633048,23.67714,20.21061,18.53451,17.5633,17.03247,24.18195,22.16891,20.55037,19.61971,19.19085,0.4836404,3.466528,1.6761,0.9712143,0.5308285,GALAXY
1237654669739491468,158.9726,-0.32810702,19.0063,17.82361,17.30207,16.67792,16.78661,20.94935,19.7824,19.45327,18.41746,18.63854,0.0848925,1.182692,0.5215397,0.6241493,-0.1086884,GALAXY
1237648721221517550,158.9962,-0.20614758,19.5518,18.06686,17.27382,16.85257,16.55727,21.3662,19.97382,19.19822,18.77904,18.5252,0.07247914,1.48494,0.7930374,0.4212551,0.2952995,GALAXY
1237648721221517334,158.90527,-0.033193851,19.73799,17.78769,16.87515,16.45913,16.11816,21.17217,19.28758,18.42325,18.0553,17.70587,0.08268926,1.950302,0.9125385,0.4160213,0.3409634,GALAXY
1237654669739491458,158.95613,-0.23901147,17.9465,16.69385,16.12484,15.81606,15.52925,19.36659,18.23529,17.90126,17.62189,17.09939,0.02795164,1.252659,0.5690041,0.3087797,0.2868128,GALAXY
1237654669739491419,158.87283,-0.27709936,20.72447,18.8243,17.67585,17.1796,16.84249,21.59698,19.76745,18.76511,18.27532,17.82054,0.1507284,1.900175,1.148451,0.4962425,0.3371124,GALAXY
1237648721221517527,158.97334,-0.056495326,19.22657,17.90651,17.46687,17.21908,17.10422,21.57865,20.21785,19.79444,19.5983,19.52863,0.05840081,1.320057,0.4396381,0.2477894,0.1148586,GALAXY
1237648720147448055,158.12735,-0.88641857,18.89308,17.50534,16.77709,16.35513,16.09086,20.08323,18.84183,18.15673,17.7148,17.36078,0.1144299,1.387741,0.7282486,0.421957,0.2642784,GALAXY
1237648720147448142,158.21364,-0.91160822,19.08878,17.86471,17.32256,16.99631,16.78579,21.16491,20.04599,19.57071,19.16241,18.78608,0.1151128,1.224072,0.5421505,0.3262463,0.2105217,GALAXY
1237648720147448126,158.27282,-0.8741932,20.2495,18.36848,17.35011,16.93143,16.6213,20.97059,19.11009,18.16592,17.73322,17.38394,0.1515847,1.881021,1.018373,0.4186802,0.3101273,GALAXY
1237648720147448095,158.21989,-0.93643813,20.41618,18.38309,17.28706,16.79716,16.42331,21.84851,19.80428,18.77424,18.241,17.76981,0.1495185,2.033083,1.096039,0.4898968,0.373848,GALAXY
1237648720147448132,158.18666,-0.99612223,19.61958,17.99518,17.20889,16.74994,16.36307,22.11501,20.53956,19.76759,19.24988,18.7193,0.06423546,1.624393,0.786293,0.4589539,0.3868637,GALAXY
1237654668665487812,158.33855,-1.1537558,25.59078,20.39802,18.79248,18.27121,17.89433,24.79252,21.054,19.65329,19.11432,18.67326,0.3318573,5.192757,1.605547,0.5212669,0.3768845,GALAXY
1237654668665422101,158.22555,-1.1083011,20.66099,18.73572,17.78215,17.31448,16.98737,21.93414,20.02732,19.269,18.75671,18.29104,0.1525772,1.925264,0.9535694,0.4676723,0.3271141,GALAXY
1237654669202358533,158.2837,-0.65910227,21.30554,18.94242,17.5332,17.01108,16.66738,22.77741,20.1154,18.92729,18.39797,17.94101,0.2252948,2.363127,1.409218,0.5221176,0.3436985,GALAXY
1237654669202293008,158.22066,-0.74328263,19.50123,17.07424,16.27274,15.79622,15.45693,21.45662,19.11027,18.46407,17.93139,17.41639,0.08575514,2.426991,0.8015041,0.4765196,0.3392887,GALAXY
1237654669202292770,158.14997,-0.76007458,19.5209,17.50479,16.61912,16.21102,15.89856,20.12801,18.20411,17.46364,17.04656,16.65842,0.07359935,2.016115,0.8856697,0.4080963,0.3124619,GALAXY
1237648720147447944,158.17889,-0.85295117,17.79506,16.62574,16.03928,15.71118,15.45242,19.54668,18.36706,17.86878,17.50579,17.09945,0.03933707,1.169313,0.5864601,0.3281031,0.2587595,GALAXY
1237654669202293011,158.22502,-0.70056931,19.07257,18.04875,17.53805,17.18728,17.06703,20.46737,19.50362,19.25121,18.83213,18.48372,0.1484485,1.023817,0.5107059,0.3507652,0.1202564,GALAXY
1237654669202358465,158.33111,-0.69504305,18.23242,17.1081,16.60996,16.26823,16.09583,20.0433,18.93558,18.70207,18.35182,18.00908,0.08540742,1.124321,0.4981384,0.341732,0.1723938,GALAXY
1237654669202293034,158.23674,-0.80278486,19.98246,18.0623,17.23692,16.82882,16.54949,20.96867,19.07869,18.40268,17.99557,17.64466,0.07345483,1.920162,0.8253784,0.4081078,0.2793217,GALAXY
1237648720684515527,158.72095,-0.56788236,19.52329,17.88553,17.04374,16.60202,16.39731,21.59797,20.36629,19.40921,18.95473,18.62528,0.1896299,1.637764,0.8417912,0.4417191,0.2047043,GALAXY
1237648720684581048,158.81738,-0.47316632,19.69,17.99872,17.22064,16.90568,16.66929,20.38886,18.76866,18.0365,17.73602,17.49772,0.08389378,1.691277,0.7780838,0.3149624,0.2363873,GALAXY
1237648720684515457,158.61076,-0.57131927,19.03707,18.02533,17.43018,17.08276,16.85498,19.89509,19.03743,18.48233,18.15795,17.89091,0.1591523,1.011734,0.5951538,0.3474159,0.2277775,GALAXY
1237648720684581000,158.7454,-0.5928161,20.17378,18.2534,17.29248,16.90571,16.56298,21.11879,19.31539,18.39564,18.00687,17.65693,0.1151684,1.920376,0.9609203,0.3867722,0.3427296,GALAXY
1237648720684581040,158.81302,-0.54158222,20.39554,18.48258,17.40345,16.961,16.65885,21.37256,19.69074,18.68476,18.22918,17.92698,0.160006,1.912956,1.079136,0.4424496,0.3021488,GALAXY
1237648720684581129,158.83107,-0.56744406,22.35853,19.4586,17.86645,17.26653,16.90601,24.01732,21.01089,19.42546,18.84191,18.47286,0.3156732,2.899931,1.592152,0.5999222,0.3605156,GALAXY
1237648721221386423,158.68781,-0.0046017701,21.52209,19.11894,17.49354,16.90598,16.48839,22.61943,20.7784,19.2241,18.62164,18.19841,0.2826114,2.403154,1.625404,0.5875511,0.4175949,GALAXY
1237648721221451882,158.75941,-0.060618772,20.26719,18.43199,17.29457,16.74005,16.35178,22.01243,20.24004,19.12285,18.58162,18.22798,0.1908925,1.835207,1.137421,0.5545197,0.3882694,GALAXY
1237654669739360357,158.57954,-0.34241963,19.08567,17.80566,17.10201,16.62704,16.35139,20.56355,19.32275,18.8095,18.29051,17.90693,0.1403766,1.280008,0.7036495,0.4749775,0.2756462,GALAXY
1237648721221451889,158.77808,-0.030326485,18.45248,16.68585,15.88028,15.48602,15.15778,21.1067,19.25222,18.42343,18.02632,17.75679,0.08272831,1.766626,0.8055725,0.3942575,0.3282442,GALAXY
1237654669739360422,158.59226,-0.41002201,21.19559,18.68146,17.46346,17.01125,16.6671,22.68915,19.83167,18.86086,18.4257,18.0151,0.1846299,2.514132,1.217999,0.4522038,0.3441563,GALAXY
1237654669739360373,158.59774,-0.21441142,19.46269,17.50561,16.58517,16.17595,15.83474,20.4895,18.62424,17.88465,17.50471,17.05865,0.09470126,1.957083,0.920435,0.4092197,0.3412123,GALAXY
1237654669739426464,158.81258,-0.40863737,25.68501,21.20577,19.63162,18.80652,18.26584,24.87542,21.72407,20.29662,19.43141,18.81769,0.5585802,4.479231,1.574154,0.825098,0.5406837,GALAXY
1237648721221451899,158.7945,-0.13093057,20.15138,18.53885,17.51464,17.04884,16.69341,21.67533,20.20448,19.20253,18.70211,18.40372,0.1866739,1.612532,1.024216,0.4657955,0.3554306,GALAXY
1237654669202161782,157.87763,-0.83072171,19.50028,18.00597,17.20021,16.80829,16.48398,21.38036,19.64685,18.83618,18.49466,18.00735,0.135922,1.494308,0.8057652,0.3919144,0.3243103,GALAXY
1237648720147317038,157.8964,-0.94013717,17.76355,16.37479,15.83766,15.55232,15.38141,21.26877,19.92689,19.42284,19.112,18.84146,0.03306643,1.388758,0.5371332,0.2853394,0.1709051,GALAXY
1237648720147316997,157.82944,-0.86843732,20.66332,18.41682,17.34671,16.88223,16.48265,21.33897,19.21537,18.19899,17.70384,17.26659,0.1352337,2.246506,1.070103,0.4644833,0.3995781,GALAXY
1237654669202227382,157.97066,-0.68281398,20.82216,18.11014,17.00768,16.51367,16.15034,22.21183,19.89813,18.94838,18.48195,17.94097,0.1493931,2.712013,1.102465,0.4940109,0.3633289,GALAXY
1237654669202161768,157.85659,-0.71363365,20.36328,18.35454,17.30886,16.8698,16.49266,21.15666,19.16924,18.21898,17.84964,17.37882,0.1174238,2.008743,1.045683,0.4390526,0.3771458,GALAXY
1237654669202227304,157.99322,-0.77788504,18.47552,17.48132,17.19246,17.0124,16.76273,20.63531,19.79449,19.7651,19.66419,19.27578,0.046953,0.9941978,0.2888584,0.1800575,0.2496738,GALAXY
1237648720147317149,157.95044,-0.97063519,19.09202,17.77965,17.17215,16.8558,16.67152,21.43718,20.18395,19.60489,19.26015,18.88266,0.05638764,1.312368,0.6075001,0.316349,0.1842842,GALAXY
1237654669202227322,158.02211,-0.7099955,18.3567,17.02742,16.36226,15.97954,15.63166,19.49334,18.25973,17.75497,17.42372,16.93736,0.03308398,1.329287,0.6651592,0.3827152,0.3478851,GALAXY
1237648720147382529,158.11139,-1.0197685,20.20942,18.22128,17.27432,16.88662,16.54656,21.24082,19.29259,18.36528,17.9965,17.56159,0.114393,1.988144,0.9469585,0.3876991,0.3400593,GALAXY
1237654669202161756,157.81949,-0.67018532,18.34855,16.99126,16.39647,16.06771,15.82979,20.48232,19.25965,18.87339,18.71044,18.23265,0.03710879,1.357292,0.5947952,0.3287525,0.2379198,GALAXY
1237648720147382482,158.03507,-0.9373411,18.87766,17.3975,16.75118,16.30106,16.09004,19.75751,18.276,17.66236,17.19867,16.96074,0.08618104,1.480154,0.6463223,0.4501171,0.2110195,GALAXY
1237654669202227328,158.03537,-0.64204342,18.30886,17.02012,16.48475,16.17939,16.0025,20.83036,19.68565,19.32996,19.08636,18.60345,0.05521342,1.288734,0.5353756,0.305357,0.1768875,GALAXY
1237654669202227272,157.9398,-0.64112472,20.37423,18.27357,17.24519,16.81322,16.48733,21.82988,19.556,18.62026,18.23239,17.78401,0.1495194,2.100658,1.028374,0.4319706,0.3258953,GALAXY
1237654669202292928,158.09595,-0.66166342,18.42024,16.97664,16.3238,15.97742,15.72137,20.03749,18.52683,18.05562,17.6707,17.29924,0.05448327,1.443605,0.6528416,0.3463726,0.2560549,GALAXY
1237654669739229355,158.38416,-0.41830836,20.05393,17.98996,17.01868,16.61422,16.27961,20.92965,18.82753,18.106,17.67924,17.28423,0.1160133,2.063969,0.9712849,0.4044571,0.3346119,GALAXY
1237648721221320814,158.53671,-0.17948429,24.60194,19.72857,18.20217,17.53231,17.36384,24.59981,21.22639,19.76612,19.24987,18.8728,0.2362831,4.873365,1.5264,0.6698589,0.1684704,GALAXY
1237654669739294868,158.4465,-0.29413448,18.30617,17.30069,16.8931,16.67945,16.5281,20.34217,19.26372,19.28689,19.15261,18.81796,0.03149837,1.005478,0.4075947,0.213644,0.1513557,GALAXY
1237654669739360340,158.55077,-0.38113422,19.50603,18.04239,17.21267,16.78521,16.50418,20.96287,19.45381,18.78979,18.35643,17.9536,0.1526302,1.46364,0.8297195,0.4274578,0.2810249,GALAXY
1237648720684449913,158.46399,-0.56135194,16.42708,14.76192,13.97401,13.59531,13.27086,19.9128,18.17612,17.32823,17.00353,16.55149,0.03133979,1.665162,0.7879076,0.3787088,0.3244419,GALAXY
1237654669739360347,158.56264,-0.25212179,20.13647,18.10841,17.18112,16.81881,16.47982,20.75415,18.75425,17.95472,17.65114,17.21125,0.116443,2.028069,0.9272842,0.3623085,0.3389912,GALAXY
1237648720684384422,158.39912,-0.49166649,19.86882,18.98089,18.49657,18.12514,17.98717,20.33537,19.53354,19.13569,18.77441,18.59403,0.1531435,0.8879375,0.4843121,0.3714314,0.13797,GALAXY
1237648721221320925,158.53383,-0.029332649,19.48751,18.20437,17.38614,16.94618,16.63143,21.04452,19.95668,19.15968,18.77365,18.42113,0.1882862,1.283144,0.8182316,0.4399567,0.3147564,GALAXY
1237648721221321391,158.56387,-0.14530507,23.56721,21.00805,19.34137,18.55647,18.03382,23.72999,22.24049,20.64109,19.91569,19.37692,0.4564142,2.559158,1.666679,0.7849083,0.5226498,GALAXY
1237648720684450005,158.55526,-0.44543081,19.22214,18.00331,17.49643,17.21082,16.96729,20.96494,20.0379,19.46618,19.23643,18.76768,0.06500082,1.21883,0.5068817,0.2856083,0.2435303,GALAXY
1237654671351349543,161.81702,0.8575626,19.64088,18.17763,17.65655,17.30202,17.07228,21.43864,20.001,19.43327,18.97353,18.7908,0.104802,1.463249,0.5210819,0.3545265,0.2297382,GALAXY
1237648722833244350,161.55184,1.2085241,19.56141,17.77544,17.01971,16.69104,16.43734,20.17316,18.2993,17.60178,17.2499,16.96152,0.1042053,1.785965,0.7557278,0.3286686,0.2537003,GALAXY
1237654671351349390,161.73875,0.89287054,19.35259,17.51674,16.71744,16.34122,16.0643,20.27986,18.47201,17.66891,17.22711,17.01292,0.1509606,1.83585,0.7993011,0.3762264,0.2769108,GALAXY
1237654671351349405,161.77841,0.99002366,19.40338,17.72902,16.86123,16.4044,16.0669,21.21036,19.46312,18.52632,18.01591,17.7789,0.1059529,1.674356,0.8677921,0.4568272,0.3374958,GALAXY
1237654671351283830,161.64999,0.95212562,20.77062,18.61814,17.5909,17.16516,16.78175,21.38644,19.26545,18.20832,17.77625,17.4492,0.1364634,2.152479,1.027245,0.4257355,0.3834076,GALAXY
1237654671351349378,161.7164,0.90270422,19.31562,18.02606,17.36068,16.99928,16.70813,20.90106,19.58154,18.8456,18.46058,18.21575,0.1045744,1.289555,0.6653862,0.3613949,0.2911568,GALAXY
1237648722833440841,161.90281,1.2462863,20.39892,18.50166,17.45914,17.03016,16.7196,21.31734,19.58135,18.50344,18.02151,17.71938,0.1498712,1.897263,1.042522,0.428978,0.3105583,GALAXY
1237648722833309854,161.71798,1.1307724,19.80189,17.81166,16.64292,16.18518,15.82265,21.30273,19.57257,18.34462,17.83882,17.40416,0.1612794,1.990223,1.168745,0.4577351,0.3625317,GALAXY
1237648722833440876,161.95558,1.1171379,18.07049,16.46851,15.7093,15.29794,14.98142,20.26379,18.7508,17.89571,17.38243,17.07349,0.07628822,1.601982,0.7592096,0.4113598,0.3165159,GALAXY
1237654671351349394,161.75395,0.92758228,18.56553,17.37781,16.84376,16.45819,16.2601,20.37083,19.1796,18.66106,18.20065,18.12697,0.1050224,1.187725,0.5340462,0.3855705,0.1980953,GALAXY
1237654671351349417,161.80378,1.0298144,19.44525,17.50808,16.56615,16.16677,15.82891,20.55498,18.56494,17.58804,17.1761,16.89151,0.1112211,1.937164,0.9419308,0.3993874,0.3378544,GALAXY
1237648722833440857,161.93165,1.0949742,19.14737,17.97585,17.46646,17.16393,17.0632,21.09256,20.24335,19.65617,19.20997,19.13,0.08986662,1.171515,0.5093918,0.3025379,0.1007214,GALAXY
1237648722833309865,161.58508,1.2180514,19.40736,18.17495,17.67945,17.42387,17.29329,21.56034,20.47388,19.79569,19.42204,19.10795,0.08995689,1.232409,0.4954967,0.2555885,0.1305733,GALAXY
1237648722296635614,162.16684,0.70746652,18.53945,17.65343,17.26456,17.01803,16.83773,20.8107,20.00589,19.49082,19.13922,19.07656,0.1050774,0.8860264,0.3888664,0.2465305,0.180294,GALAXY
1237648721759764500,162.08059,0.25688353,19.34372,17.72006,16.83538,16.39118,16.05079,20.17842,18.72995,17.81785,17.34517,17.09038,0.0940349,1.623665,0.8846741,0.4442005,0.3403931,GALAXY
1237674650994671722,162.21608,0.5720216,19.72373,17.70225,16.73389,16.31965,15.97947,20.90791,18.95329,17.85094,17.4825,17.26085,0.1117292,2.021481,0.968359,0.4142399,0.3401785,GALAXY
1237654670814609578,162.01211,0.46530171,23.76304,20.16173,18.49339,17.90254,17.59401,24.32025,21.02595,19.38733,18.83571,18.4928,0.3436608,3.601313,1.668335,0.5908508,0.3085346,GALAXY
1237674650994671622,162.1901,0.42212707,19.35751,17.37594,16.38455,15.92779,15.55951,20.97588,19.04304,17.91025,17.55542,17.181,0.09253436,1.981567,0.9913864,0.4567575,0.3682861,GALAXY
1237654670814609509,162.05726,0.53883262,19.99785,18.31736,17.40489,16.97705,16.65985,20.88608,19.2052,18.37986,18.00834,17.6664,0.09608639,1.68049,0.9124775,0.4278336,0.3172054,GALAXY
1237654670814609495,162.04053,0.45392118,18.27917,17.10793,16.8291,16.68461,16.6196,21.03249,19.55497,19.45957,19.4083,19.10883,0.03895548,1.171236,0.2788296,0.1444931,0.06500816,GALAXY
1237674650457800893,162.30073,0.20404252,19.18352,18.03313,17.38428,16.98845,16.75409,20.42746,19.55021,18.92734,18.54049,18.46721,0.09438816,1.150387,0.6488571,0.3958282,0.2343597,GALAXY
1237648721759764679,162.16468,0.32881049,19.87181,17.8895,16.94815,16.50723,16.12963,20.84886,19.0746,18.09493,17.62506,17.34833,0.09403174,1.982311,0.9413433,0.4409294,0.3775959,GALAXY
1237674650457800832,162.24026,0.19755667,23.13794,20.3975,18.41614,17.74304,17.34849,23.71693,22.18593,20.05811,19.47139,19.17896,0.3913576,2.740438,1.981365,0.6730995,0.3945465,GALAXY
1237648722296569924,161.97756,0.81251961,16.50486,15.38482,14.91462,14.70612,14.50219,19.29081,18.17962,17.71249,17.40125,17.27337,0.01619722,1.120037,0.4702015,0.2084942,0.2039347,GALAXY
1237648722296701147,162.27035,0.78296614,19.18232,17.99573,17.38788,17.03542,16.81245,21.90449,20.62592,19.85177,19.47045,19.23992,0.09638651,1.186586,0.6078529,0.3524551,0.2229691,GALAXY
1237648722296570069,162.01178,0.83365948,21.28036,18.94472,17.6346,17.11547,16.7384,22.2137,20.16981,18.87826,18.34339,18.01129,0.2153952,2.335642,1.310123,0.5191288,0.3770695,GALAXY
1237654670814609413,162.01346,0.56691673,17.86361,16.13862,15.43167,15.11889,14.8733,18.59814,16.79945,16.16515,15.89858,15.63749,0.04607204,1.724985,0.706953,0.3127832,0.2455893,GALAXY
1237648722296635574,162.11961,0.66078299,19.31601,17.5225,16.67093,16.2824,16.00407,20.76994,19.08391,18.18148,17.73974,17.56601,0.08356421,1.793503,0.8515739,0.3885307,0.2783318,GALAXY
1237654671351480834,162.10783,0.93615105,26.02053,20.26253,18.6163,18.04636,17.68891,25.31948,21.24839,19.64403,19.07467,18.72157,0.3820702,5.757999,1.646227,0.5699444,0.3574543,GALAXY
1237648722833506478,162.13433,1.1401311,21.32632,18.94274,17.53325,17.02732,16.70179,22.56734,20.48247,19.00377,18.44556,18.13195,0.2474945,2.383579,1.409485,0.5059338,0.3255329,GALAXY
1237674651531542563,162.27101,0.95689691,20.42736,17.98413,16.94934,16.70541,16.0454,21.39119,19.43921,18.15113,17.80017,17.3929,0.1064981,2.443235,1.034788,0.2439251,0.6600113,GALAXY
1237654671351546107,162.14057,1.0085889,21.11897,19.89923,19.30906,18.96407,18.82508,21.32214,20.15902,19.59777,19.2563,19.10146,0.1383375,1.21974,0.590168,0.3449936,0.1389904,GALAXY
1237654671351545973,162.13337,0.90371604,20.49557,18.50361,17.57704,17.15171,16.80052,21.08168,19.0835,18.16814,17.74028,17.38334,0.1052716,1.991959,0.926569,0.4253273,0.3511963,GALAXY
1237648722833571997,162.29776,1.230054,20.59417,18.93,17.75723,17.281,16.88656,21.76284,20.09112,18.81008,18.2964,17.92993,0.1787137,1.664167,1.172768,0.4762363,0.3944378,GALAXY
1237654671351480494,162.10486,0.84593932,20.1536,18.17198,17.26476,16.86052,16.60184,20.94419,19.00014,18.13756,17.73456,17.47584,0.1051008,1.981615,0.9072189,0.4042435,0.2586803,GALAXY
1237674651531542691,162.27457,0.97990013,20.57087,18.52797,17.53331,17.11781,16.74151,21.40176,19.42586,18.29663,17.89156,17.61071,0.1091612,2.0429,0.9946651,0.4154987,0.3762951,GALAXY
1237654671351480451,162.07003,1.0102272,19.34839,17.52288,16.6163,16.19509,15.85089,20.87709,18.93355,18.06179,17.6768,17.31816,0.1063749,1.825506,0.9065838,0.4212093,0.3441982,GALAXY
1237648722833440893,161.97881,1.2498382,19.35098,18.10921,17.4691,17.11862,16.87446,21.15435,20.18422,19.31482,18.80548,18.52929,0.1507497,1.24177,0.6401176,0.350481,0.2441578,GALAXY
1237674651531542643,162.21921,0.85312169,17.40114,15.38148,14.517,14.09064,13.72525,19.47254,17.71761,16.6094,16.16369,15.93266,0.03843958,2.019658,0.8644848,0.4263601,0.3653831,GALAXY
1237648722833572022,162.24495,1.2487894,20.48742,18.64405,17.7478,17.3158,17.05992,22.74079,20.51167,19.34637,18.79254,18.57942,0.1569995,1.843367,0.8962574,0.4319992,0.2558746,GALAXY
1237654671351480441,162.04116,0.95467451,19.70425,17.81864,16.94706,16.57644,16.28261,20.56702,18.58988,17.75255,17.4023,17.10352,0.1061596,1.885616,0.8715782,0.3706226,0.2938232,GALAXY
1237654671351480397,161.99737,1.0046585,19.57224,17.68454,16.74369,16.33431,16.01468,20.67915,18.74559,17.8339,17.44803,17.12624,0.1051389,1.887709,0.9408417,0.4093876,0.319622,GALAXY
1237674651531542969,162.22512,0.93716589,22.92751,21.11399,19.39264,18.61061,18.1449,23.45374,21.98304,20.20949,19.41811,19.11757,0.4496049,1.813517,1.721348,0.7820358,0.465704,GALAXY
1237648721759961372,162.51064,0.38253874,18.48273,17.34898,16.90078,16.66871,16.51868,20.51728,19.6398,19.09002,19.2553,18.99507,0.03750507,1.133753,0.4482002,0.2320652,0.1500301,GALAXY
1237648721759961112,162.49996,0.30887799,20.64446,18.44606,17.3907,16.97223,16.6185,21.64568,19.55872,18.40193,18.12182,17.72361,0.1243218,2.198402,1.055363,0.4184685,0.3537292,GALAXY
1237648722296832040,162.49033,0.70082866,17.81184,16.79459,16.44383,16.24301,16.10554,20.50137,19.61302,19.13289,19.16494,18.88095,0.03970751,1.017244,0.3507595,0.2008209,0.1374779,GALAXY
1237648721759830130,162.30628,0.24661557,19.79823,17.80631,16.63954,16.16473,15.7873,21.20205,19.22125,18.02832,17.54089,17.26794,0.160473,1.991922,1.166773,0.4748058,0.3774366,GALAXY
1237648721759895774,162.34459,0.39453197,19.23563,17.5429,16.86386,16.53988,16.2584,20.56285,18.84236,18.15114,17.90007,17.69742,0.03917246,1.692722,0.6790485,0.3239803,0.2814789,GALAXY
1237648722296766673,162.4414,0.66387721,19.02269,17.6849,16.9903,16.6024,16.34929,21.43839,20.11396,19.24236,18.98261,18.70612,0.09617601,1.337786,0.6946087,0.3878956,0.2531147,GALAXY
1237674650994802799,162.48469,0.53583438,19.81445,18.11492,17.40206,17.07177,16.82856,21.31012,19.80298,18.9644,18.68685,18.66275,0.03837442,1.69953,0.7128601,0.3302879,0.2432041,GALAXY
1237648722296766620,162.38129,0.74307213,19.18583,17.18104,16.22512,15.79777,15.46452,20.89315,18.78951,17.74437,17.3853,17.06218,0.1059287,2.004787,0.955925,0.4273462,0.3332548,GALAXY
1237648722296766517,162.4453,0.83910149,24.35838,21.05418,18.83342,18.00095,17.65806,24.34189,22.01474,19.89324,19.18334,18.79994,0.3924276,3.304192,2.220768,0.8324661,0.3428898,GALAXY
1237648721759895858,162.38256,0.28778903,20.56024,18.59093,17.59625,17.17848,16.83515,21.47734,19.5182,18.4823,18.1471,17.86547,0.1272898,1.969309,0.9946804,0.4177723,0.3433266,GALAXY
1237674650994737253,162.41683,0.4375114,18.97602,17.00542,16.05664,15.56252,15.19718,21.16651,19.07424,17.89899,17.41934,17.1067,0.0907856,1.970598,0.948782,0.4941196,0.3653412,GALAXY
